# Synthetic JUMP activity-results packet

The data are synthetic but intentionally shaped like jx/JUMP metadata.

Join keys: compound_metadata.jcp_id -> activity_results.jcp_id; activity_results.qc_plate_id -> plate_qc.qc_plate_id.

## TABLE compound_metadata
jcp_id,compound_name,inchi_key_stub,primary_target,target_confidence,moa_note,structure_alerts
JCP2022_RND0718,HDAC1,compound,5.0,0.196,0.046,7,0.511,-0.921,PLATE_015,PROF_D0718_HDAC1_5p0
JCP2022_RND0114,ATP5F1A,compound,5.0,0.458,0.123,4,0.624,0.092,PLATE_005,PROF_D0114_ATP5F1A_5p0
JCP2022_RND0270,NDUFA9,compound,5.0,0.665,0.365,8,0.552,1.066,PLATE_001,PROF_D0270_NDUFA9_5p0
JCP2022_RND0606,BCL2,compound,0.5,0.187,0.593,4,0.563,0.668,PLATE_010,PROF_D0606_BCL2_0p5
JCP2022_RND0791,TP53,compound,5.0,0.582,0.099,4,0.849,-0.21,PLATE_011,PROF_D0791_TP53_5p0
JCP2022_RND0008,BCL2,compound,0.5,0.645,0.035,6,0.681,2.05,PLATE_007,PROF_D0008_BCL2_0p5
JCP2022_RND0714,TOMM20,compound,5.0,0.3,0.274,5,0.703,-0.842,PLATE_024,PROF_D0714_TOMM20_5p0
JCP2022_RND0207,ATP5F1A,compound,0.5,0.73,0.621,4,0.865,-0.785,PLATE_018,PROF_D0207_ATP5F1A_0p5
JCP2022_RND0540,BRD4,compound,0.5,0.204,0.078,7,0.415,2.058,PLATE_010,PROF_D0540_BRD4_0p5
JCP2022_RND0597,NDUFS2,compound,0.5,0.593,0.238,6,0.732,0.316,PLATE_006,PROF_D0597_NDUFS2_0p5
JCP2022_RND0312,HDAC1,compound,0.5,0.268,0.307,6,0.789,-0.642,PLATE_024,PROF_D0312_HDAC1_0p5
JCP2022_RND0618,NDUFA9,compound,5.0,0.312,0.528,8,0.453,0.921,PLATE_009,PROF_D0618_NDUFA9_5p0
JCP2022_RND0340,TP53,compound,5.0,0.403,0.225,5,0.658,2.114,PLATE_011,PROF_D0340_TP53_5p0
JCP2022_RND0080,NDUFA9,compound,5.0,0.27,0.56,6,0.449,0.341,PLATE_002,PROF_D0080_NDUFA9_5p0
JCP2022_RND0535,UQCRC1,compound,5.0,0.599,0.588,7,0.411,1.858,PLATE_011,PROF_D0535_UQCRC1_5p0
JCP2022_RND0386,UQCRC1,compound,0.5,0.166,0.3,4,0.571,-2.0,PLATE_005,PROF_D0386_UQCRC1_0p5
JCP2022_RND0338,TOMM20,compound,5.0,0.127,0.166,8,0.525,-2.25,PLATE_002,PROF_D0338_TOMM20_5p0
JCP2022_RND0099,BRD4,compound,0.5,0.526,0.575,4,0.358,-0.929,PLATE_016,PROF_D0099_BRD4_0p5
JCP2022_RND0521,PIK3CA,compound,0.5,0.534,0.357,4,0.412,1.319,PLATE_005,PROF_D0521_PIK3CA_0p5
JCP2022_RND0222,BCL2,compound,5.0,0.471,0.334,7,0.519,-0.246,PLATE_006,PROF_D0222_BCL2_5p0
JCP2022_RND0882,NDUFS2,compound,5.0,0.512,0.153,7,0.608,-1.88,PLATE_009,PROF_D0882_NDUFS2_5p0
JCP2022_RND0878,HDAC1,compound,5.0,0.142,0.502,6,0.686,0.444,PLATE_024,PROF_D0878_HDAC1_5p0
JCP2022_RND0386,NDUFS2,compound,5.0,0.327,0.039,5,0.473,-1.739,PLATE_005,PROF_D0386_NDUFS2_5p0
JCP2022_RND0346,PIK3CA,compound,5.0,0.167,0.569,8,0.63,-2.049,PLATE_011,PROF_D0346_PIK3CA_5p0
JCP2022_RND0005,ATP5F1A,compound,5.0,0.418,0.092,6,0.696,1.795,PLATE_021,PROF_D0005_ATP5F1A_5p0
JCP2022_RND0626,MTOR,compound,0.5,0.322,0.026,7,0.391,2.107,PLATE_008,PROF_D0626_MTOR_0p5
JCP2022_RND0139,UQCRC1,compound,0.5,0.516,0.097,5,0.851,-1.96,PLATE_008,PROF_D0139_UQCRC1_0p5
JCP2022_RND0104,TP53,compound,0.5,0.675,0.557,7,0.832,-0.868,PLATE_022,PROF_D0104_TP53_0p5
JCP2022_RND0385,BCL2,compound,0.5,0.733,0.312,8,0.61,-1.188,PLATE_021,PROF_D0385_BCL2_0p5
JCP2022_RND0491,BCL2,compound,5.0,0.438,0.52,4,0.799,2.359,PLATE_010,PROF_D0491_BCL2_5p0
JCP2022_RND0808,BRD4,compound,0.5,0.234,0.333,6,0.614,-2.309,PLATE_011,PROF_D0808_BRD4_0p5
JCP2022_RND0822,ATP5F1A,compound,0.5,0.199,0.047,6,0.674,-0.291,PLATE_010,PROF_D0822_ATP5F1A_0p5
JCP2022_RND0086,TP53,compound,5.0,0.477,0.129,4,0.432,1.887,PLATE_017,PROF_D0086_TP53_5p0
JCP2022_RND0171,NDUFA9,compound,0.5,0.564,0.217,5,0.848,1.178,PLATE_012,PROF_D0171_NDUFA9_0p5
JCP2022_RND0021,BCL2,compound,5.0,0.698,0.538,5,0.485,1.137,PLATE_017,PROF_D0021_BCL2_5p0
JCP2022_RND0050,NDUFS2,compound,5.0,0.094,0.409,4,0.871,1.365,PLATE_013,PROF_D0050_NDUFS2_5p0
JCP2022_RND0856,BRD4,compound,0.5,0.556,0.515,6,0.621,-2.007,PLATE_002,PROF_D0856_BRD4_0p5
JCP2022_RND0621,MAPK1,compound,0.5,0.59,0.155,6,0.71,1.373,PLATE_009,PROF_D0621_MAPK1_0p5
JCP2022_RND0062,NDUFA9,compound,5.0,0.521,0.294,4,0.516,-1.88,PLATE_014,PROF_D0062_NDUFA9_5p0
JCP2022_RND0722,BRD4,compound,0.5,0.302,0.604,6,0.394,1.967,PLATE_017,PROF_D0722_BRD4_0p5
JCP2022_RND0844,MTOR,compound,0.5,0.169,0.279,6,0.439,-1.003,PLATE_019,PROF_D0844_MTOR_0p5
JCP2022_RND0307,TOMM20,compound,5.0,0.283,0.163,8,0.481,0.6,PLATE_010,PROF_D0307_TOMM20_5p0
JCP2022_RND0639,UQCRC1,compound,5.0,0.132,0.362,8,0.533,-0.65,PLATE_002,PROF_D0639_UQCRC1_5p0
JCP2022_RND0000,PIK3CA,compound,5.0,0.551,0.04,4,0.688,1.761,PLATE_003,PROF_D0000_PIK3CA_5p0
JCP2022_RND0562,UQCRC1,compound,5.0,0.193,0.341,5,0.777,-0.863,PLATE_008,PROF_D0562_UQCRC1_5p0
JCP2022_RND0101,NDUFA9,compound,0.5,0.467,0.452,6,0.481,-1.946,PLATE_012,PROF_D0101_NDUFA9_0p5
JCP2022_RND0256,TOMM20,compound,0.5,0.687,0.394,6,0.54,0.292,PLATE_015,PROF_D0256_TOMM20_0p5
JCP2022_RND0767,UQCRC1,compound,0.5,0.256,0.483,7,0.692,0.629,PLATE_002,PROF_D0767_UQCRC1_0p5
JCP2022_RND0268,MTOR,compound,5.0,0.682,0.04,5,0.775,-0.41,PLATE_010,PROF_D0268_MTOR_5p0
JCP2022_RND0437,MAPK1,compound,0.5,0.159,0.088,6,0.577,-1.932,PLATE_002,PROF_D0437_MAPK1_0p5
JCP2022_RND0413,UQCRC1,compound,5.0,0.089,0.562,7,0.527,-1.067,PLATE_016,PROF_D0413_UQCRC1_5p0
JCP2022_RND0283,UQCRC1,compound,5.0,0.149,0.617,5,0.875,2.104,PLATE_006,PROF_D0283_UQCRC1_5p0
JCP2022_RND0136,BCL2,compound,0.5,0.355,0.466,8,0.645,0.638,PLATE_013,PROF_D0136_BCL2_0p5
JCP2022_RND0171,MAPK1,compound,5.0,0.117,0.203,7,0.58,-2.287,PLATE_012,PROF_D0171_MAPK1_5p0
JCP2022_RND0400,TOMM20,compound,5.0,0.22,0.048,7,0.681,-1.022,PLATE_011,PROF_D0400_TOMM20_5p0
JCP2022_RND0081,UQCRC1,compound,5.0,0.673,0.382,4,0.887,0.442,PLATE_009,PROF_D0081_UQCRC1_5p0
JCP2022_RND0180,MAPK1,compound,5.0,0.611,0.158,6,0.722,-0.281,PLATE_021,PROF_D0180_MAPK1_5p0
JCP2022_RND0061,TP53,compound,5.0,0.601,0.506,8,0.631,2.041,PLATE_014,PROF_D0061_TP53_5p0
JCP2022_RND0194,MTOR,compound,0.5,0.443,0.285,4,0.357,0.895,PLATE_009,PROF_D0194_MTOR_0p5
JCP2022_RND0874,NDUFS2,compound,5.0,0.144,0.25,7,0.478,0.293,PLATE_016,PROF_D0874_NDUFS2_5p0
JCP2022_RND0083,MAPK1,compound,5.0,0.541,0.207,7,0.752,-2.114,PLATE_023,PROF_D0083_MAPK1_5p0
JCP2022_RND0812,HDAC1,compound,0.5,0.304,0.65,5,0.821,-1.686,PLATE_019,PROF_D0812_HDAC1_0p5
JCP2022_RND0190,TOMM20,compound,5.0,0.157,0.3,8,0.758,-1.281,PLATE_019,PROF_D0190_TOMM20_5p0
JCP2022_RND0506,NDUFA9,compound,0.5,0.393,0.181,8,0.398,1.047,PLATE_001,PROF_D0506_NDUFA9_0p5
JCP2022_RND0475,NDUFA9,compound,0.5,0.2,0.051,8,0.671,-0.44,PLATE_019,PROF_D0475_NDUFA9_0p5
JCP2022_RND0072,NDUFS2,compound,0.5,0.379,0.24,6,0.523,-0.292,PLATE_005,PROF_D0072_NDUFS2_0p5
JCP2022_RND0750,ATP5F1A,compound,0.5,0.155,0.274,7,0.759,1.618,PLATE_010,PROF_D0750_ATP5F1A_0p5
JCP2022_RND0676,UQCRC1,compound,5.0,0.726,0.281,5,0.784,0.884,PLATE_018,PROF_D0676_UQCRC1_5p0
JCP2022_RND0732,UQCRC1,compound,0.5,0.242,0.082,6,0.42,2.093,PLATE_021,PROF_D0732_UQCRC1_0p5
JCP2022_RND0295,ATP5F1A,compound,0.5,0.382,0.45,6,0.561,-2.12,PLATE_007,PROF_D0295_ATP5F1A_0p5
JCP2022_RND0483,TP53,compound,5.0,0.309,0.48,7,0.66,-2.391,PLATE_022,PROF_D0483_TP53_5p0
JCP2022_RND0343,NDUFA9,compound,5.0,0.374,0.508,8,0.432,-2.005,PLATE_010,PROF_D0343_NDUFA9_5p0
JCP2022_RND0126,NDUFA9,compound,0.5,0.619,0.278,4,0.446,-2.318,PLATE_022,PROF_D0126_NDUFA9_0p5
JCP2022_RND0624,NDUFA9,compound,5.0,0.142,0.091,8,0.806,-0.707,PLATE_008,PROF_D0624_NDUFA9_5p0
JCP2022_RND0341,MAPK1,compound,5.0,0.121,0.345,8,0.624,-1.928,PLATE_020,PROF_D0341_MAPK1_5p0
JCP2022_RND0342,TP53,compound,5.0,0.684,0.203,5,0.668,-0.756,PLATE_021,PROF_D0342_TP53_5p0
JCP2022_RND0788,UQCRC1,compound,5.0,0.133,0.517,7,0.367,-1.434,PLATE_023,PROF_D0788_UQCRC1_5p0
JCP2022_RND0270,MTOR,compound,5.0,0.376,0.517,5,0.833,-0.204,PLATE_001,PROF_D0270_MTOR_5p0
JCP2022_RND0727,NDUFS2,compound,0.5,0.361,0.651,5,0.57,0.546,PLATE_016,PROF_D0727_NDUFS2_0p5
JCP2022_RND0211,BCL2,compound,0.5,0.13,0.439,4,0.576,2.234,PLATE_018,PROF_D0211_BCL2_0p5
JCP2022_RND0812,MAPK1,compound,0.5,0.648,0.338,6,0.78,-1.004,PLATE_019,PROF_D0812_MAPK1_0p5
JCP2022_RND0250,TP53,compound,0.5,0.72,0.18,5,0.759,-0.574,PLATE_011,PROF_D0250_TP53_0p5
JCP2022_RND0768,NDUFS2,compound,0.5,0.588,0.65,6,0.49,0.442,PLATE_011,PROF_D0768_NDUFS2_0p5
JCP2022_RND0519,TOMM20,compound,5.0,0.552,0.175,7,0.386,-0.59,PLATE_018,PROF_D0519_TOMM20_5p0
JCP2022_RND0631,ATP5F1A,compound,5.0,0.612,0.432,6,0.829,0.796,PLATE_022,PROF_D0631_ATP5F1A_5p0
JCP2022_RND0894,TOMM20,compound,0.5,0.327,0.324,5,0.769,-0.604,PLATE_010,PROF_D0894_TOMM20_0p5
JCP2022_RND0671,TP53,compound,5.0,0.476,0.391,4,0.546,1.386,PLATE_016,PROF_D0671_TP53_5p0
JCP2022_RND0558,NDUFA9,compound,0.5,0.229,0.421,8,0.57,1.773,PLATE_002,PROF_D0558_NDUFA9_0p5
JCP2022_RND0502,HDAC1,compound,5.0,0.407,0.582,5,0.58,-0.086,PLATE_012,PROF_D0502_HDAC1_5p0
JCP2022_RND0513,BRD4,compound,0.5,0.461,0.558,6,0.572,-2.055,PLATE_016,PROF_D0513_BRD4_0p5
JCP2022_RND0513,MAPK1,compound,0.5,0.628,0.452,7,0.467,-0.622,PLATE_016,PROF_D0513_MAPK1_0p5
JCP2022_RND0766,HDAC1,compound,5.0,0.578,0.474,4,0.671,-0.542,PLATE_023,PROF_D0766_HDAC1_5p0
JCP2022_RND0340,NDUFA9,compound,5.0,0.557,0.277,5,0.502,-0.002,PLATE_011,PROF_D0340_NDUFA9_5p0
JCP2022_RND0824,MTOR,compound,5.0,0.363,0.57,6,0.563,-0.691,PLATE_015,PROF_D0824_MTOR_5p0
JCP2022_RND0161,BRD4,compound,0.5,0.407,0.606,4,0.664,-1.298,PLATE_016,PROF_D0161_BRD4_0p5
JCP2022_RND0678,BCL2,compound,5.0,0.104,0.346,7,0.517,-1.329,PLATE_010,PROF_D0678_BCL2_5p0
JCP2022_RND0689,MAPK1,compound,5.0,0.514,0.314,4,0.482,-0.754,PLATE_001,PROF_D0689_MAPK1_5p0
JCP2022_RND0071,ATP5F1A,compound,5.0,0.124,0.343,5,0.653,-1.82,PLATE_013,PROF_D0071_ATP5F1A_5p0
JCP2022_RND0139,PIK3CA,compound,0.5,0.22,0.362,4,0.872,1.407,PLATE_008,PROF_D0139_PIK3CA_0p5
JCP2022_RND0606,PIK3CA,compound,0.5,0.485,0.603,5,0.685,0.218,PLATE_010,PROF_D0606_PIK3CA_0p5
JCP2022_RND0384,PIK3CA,compound,5.0,0.562,0.455,4,0.734,-0.202,PLATE_021,PROF_D0384_PIK3CA_5p0
JCP2022_RND0284,HDAC1,compound,5.0,0.58,0.271,4,0.44,0.076,PLATE_024,PROF_D0284_HDAC1_5p0
JCP2022_RND0415,MAPK1,compound,5.0,0.664,0.031,4,0.85,1.483,PLATE_013,PROF_D0415_MAPK1_5p0
JCP2022_RND0024,BCL2,compound,5.0,0.39,0.623,8,0.439,-1.809,PLATE_016,PROF_D0024_BCL2_5p0
JCP2022_RND0589,BRD4,compound,5.0,0.551,0.461,5,0.482,-2.034,PLATE_023,PROF_D0589_BRD4_5p0
JCP2022_RND0220,PIK3CA,compound,5.0,0.349,0.18,5,0.835,2.194,PLATE_021,PROF_D0220_PIK3CA_5p0
JCP2022_RND0450,UQCRC1,compound,0.5,0.489,0.073,7,0.853,2.19,PLATE_022,PROF_D0450_UQCRC1_0p5
JCP2022_RND0369,PIK3CA,compound,5.0,0.66,0.447,6,0.78,-1.812,PLATE_019,PROF_D0369_PIK3CA_5p0
JCP2022_RND0140,PIK3CA,compound,5.0,0.514,0.577,5,0.727,0.67,PLATE_003,PROF_D0140_PIK3CA_5p0
JCP2022_RND0563,UQCRC1,compound,0.5,0.635,0.411,8,0.512,1.967,PLATE_011,PROF_D0563_UQCRC1_0p5
JCP2022_RND0135,BCL2,compound,5.0,0.497,0.616,8,0.426,0.141,PLATE_014,PROF_D0135_BCL2_5p0
JCP2022_RND0044,ATP5F1A,compound,0.5,0.537,0.392,7,0.868,-0.932,PLATE_002,PROF_D0044_ATP5F1A_0p5
JCP2022_RND0107,HDAC1,compound,0.5,0.643,0.338,4,0.561,-0.393,PLATE_010,PROF_D0107_HDAC1_0p5
JCP2022_RND0036,TP53,compound,0.5,0.312,0.186,5,0.86,-1.595,PLATE_016,PROF_D0036_TP53_0p5
JCP2022_RND0262,TOMM20,compound,5.0,0.673,0.437,6,0.494,-0.062,PLATE_002,PROF_D0262_TOMM20_5p0
JCP2022_RND0839,NDUFA9,compound,5.0,0.62,0.216,6,0.514,-1.322,PLATE_006,PROF_D0839_NDUFA9_5p0
JCP2022_RND0162,BCL2,compound,0.5,0.277,0.604,6,0.353,0.91,PLATE_007,PROF_D0162_BCL2_0p5
JCP2022_RND0074,BRD4,compound,5.0,0.54,0.57,6,0.656,-0.172,PLATE_020,PROF_D0074_BRD4_5p0
JCP2022_RND0232,TP53,compound,0.5,0.403,0.275,7,0.425,-2.3,PLATE_001,PROF_D0232_TP53_0p5
JCP2022_RND0090,ATP5F1A,compound,5.0,0.687,0.14,6,0.746,2.259,PLATE_015,PROF_D0090_ATP5F1A_5p0
JCP2022_RND0041,NDUFA9,compound,5.0,0.658,0.451,5,0.452,-0.118,PLATE_003,PROF_D0041_NDUFA9_5p0
JCP2022_RND0238,UQCRC1,compound,5.0,0.41,0.4,7,0.43,-0.669,PLATE_003,PROF_D0238_UQCRC1_5p0
JCP2022_RND0190,TOMM20,compound,0.5,0.679,0.649,7,0.728,-2.07,PLATE_019,PROF_D0190_TOMM20_0p5
JCP2022_RND0512,NDUFA9,compound,0.5,0.677,0.054,4,0.371,1.995,PLATE_013,PROF_D0512_NDUFA9_0p5
JCP2022_RND0106,BCL2,compound,0.5,0.356,0.437,7,0.648,0.017,PLATE_004,PROF_D0106_BCL2_0p5
JCP2022_RND0016,MAPK1,compound,5.0,0.172,0.637,7,0.585,0.077,PLATE_021,PROF_D0016_MAPK1_5p0
JCP2022_RND0731,NDUFA9,compound,0.5,0.271,0.237,4,0.78,-2.221,PLATE_012,PROF_D0731_NDUFA9_0p5
JCP2022_RND0177,UQCRC1,compound,5.0,0.262,0.343,6,0.447,-0.809,PLATE_009,PROF_D0177_UQCRC1_5p0
JCP2022_RND0835,PIK3CA,compound,0.5,0.188,0.027,8,0.893,-1.228,PLATE_021,PROF_D0835_PIK3CA_0p5
JCP2022_RND0562,NDUFS2,compound,0.5,0.59,0.486,7,0.791,-0.702,PLATE_008,PROF_D0562_NDUFS2_0p5
JCP2022_RND0617,PIK3CA,compound,5.0,0.441,0.571,7,0.442,-1.241,PLATE_002,PROF_D0617_PIK3CA_5p0
JCP2022_RND0527,BRD4,compound,0.5,0.477,0.158,4,0.896,-0.125,PLATE_013,PROF_D0527_BRD4_0p5
JCP2022_RND0168,ATP5F1A,compound,0.5,0.39,0.567,5,0.559,1.349,PLATE_018,PROF_D0168_ATP5F1A_0p5
JCP2022_RND0111,UQCRC1,compound,5.0,0.541,0.46,5,0.64,1.896,PLATE_016,PROF_D0111_UQCRC1_5p0
JCP2022_RND0405,TOMM20,compound,5.0,0.473,0.044,7,0.762,0.579,PLATE_004,PROF_D0405_TOMM20_5p0
JCP2022_RND0582,PIK3CA,compound,5.0,0.734,0.563,8,0.834,-2.332,PLATE_003,PROF_D0582_PIK3CA_5p0
JCP2022_RND0474,PIK3CA,compound,5.0,0.188,0.609,7,0.81,-1.498,PLATE_013,PROF_D0474_PIK3CA_5p0
JCP2022_RND0415,TOMM20,compound,5.0,0.201,0.601,5,0.62,1.75,PLATE_013,PROF_D0415_TOMM20_5p0
JCP2022_RND0360,ATP5F1A,compound,0.5,0.104,0.136,6,0.619,-1.747,PLATE_018,PROF_D0360_ATP5F1A_0p5
JCP2022_RND0513,BCL2,compound,5.0,0.201,0.388,5,0.437,-0.876,PLATE_016,PROF_D0513_BCL2_5p0
JCP2022_RND0556,ATP5F1A,compound,0.5,0.702,0.441,4,0.883,1.988,PLATE_010,PROF_D0556_ATP5F1A_0p5
JCP2022_RND0820,ATP5F1A,compound,5.0,0.33,0.557,4,0.65,1.058,PLATE_010,PROF_D0820_ATP5F1A_5p0
JCP2022_RND0452,UQCRC1,compound,0.5,0.322,0.183,6,0.556,-1.76,PLATE_008,PROF_D0452_UQCRC1_0p5
JCP2022_RND0800,NDUFS2,compound,0.5,0.521,0.402,6,0.427,0.838,PLATE_010,PROF_D0800_NDUFS2_0p5
JCP2022_RND0102,TOMM20,compound,5.0,0.276,0.163,4,0.387,2.163,PLATE_009,PROF_D0102_TOMM20_5p0
JCP2022_RND0195,BCL2,compound,0.5,0.204,0.151,7,0.538,2.055,PLATE_018,PROF_D0195_BCL2_0p5
JCP2022_RND0153,UQCRC1,compound,5.0,0.082,0.216,4,0.85,0.698,PLATE_007,PROF_D0153_UQCRC1_5p0
JCP2022_RND0169,PIK3CA,compound,5.0,0.56,0.177,7,0.813,-2.344,PLATE_006,PROF_D0169_PIK3CA_5p0
JCP2022_RND0079,ATP5F1A,compound,0.5,0.442,0.259,7,0.474,-0.513,PLATE_024,PROF_D0079_ATP5F1A_0p5
JCP2022_RND0015,MAPK1,compound,5.0,0.112,0.415,7,0.733,1.829,PLATE_003,PROF_D0015_MAPK1_5p0
JCP2022_SYN003,NDUFS2,compound,5.0,0.821,0.757,5,0.844,-0.31,PLATE_003,PROF_YN003_NDUFS2_5p0
JCP2022_RND0104,MAPK1,compound,0.5,0.603,0.234,5,0.871,1.739,PLATE_022,PROF_D0104_MAPK1_0p5
JCP2022_RND0844,ATP5F1A,compound,5.0,0.111,0.343,5,0.553,0.245,PLATE_019,PROF_D0844_ATP5F1A_5p0
JCP2022_RND0275,BRD4,compound,5.0,0.634,0.654,4,0.85,-1.598,PLATE_001,PROF_D0275_BRD4_5p0
JCP2022_RND0241,MTOR,compound,5.0,0.091,0.448,8,0.568,-2.384,PLATE_010,PROF_D0241_MTOR_5p0
JCP2022_RND0645,MTOR,compound,0.5,0.176,0.589,7,0.741,1.022,PLATE_002,PROF_D0645_MTOR_0p5
JCP2022_RND0222,ATP5F1A,compound,5.0,0.471,0.583,5,0.519,-1.327,PLATE_006,PROF_D0222_ATP5F1A_5p0
JCP2022_RND0312,NDUFA9,compound,5.0,0.596,0.087,5,0.432,2.11,PLATE_024,PROF_D0312_NDUFA9_5p0
JCP2022_RND0499,NDUFA9,compound,0.5,0.414,0.23,6,0.613,1.498,PLATE_008,PROF_D0499_NDUFA9_0p5
JCP2022_RND0352,PIK3CA,compound,0.5,0.283,0.628,4,0.89,-1.165,PLATE_009,PROF_D0352_PIK3CA_0p5
JCP2022_RND0834,MTOR,compound,0.5,0.536,0.042,7,0.678,-0.656,PLATE_018,PROF_D0834_MTOR_0p5
JCP2022_RND0515,MTOR,compound,0.5,0.1,0.61,5,0.546,0.483,PLATE_004,PROF_D0515_MTOR_0p5
JCP2022_RND0004,MTOR,compound,5.0,0.144,0.15,6,0.7,0.08,PLATE_016,PROF_D0004_MTOR_5p0
JCP2022_RND0827,NDUFS2,compound,0.5,0.548,0.234,8,0.622,-1.778,PLATE_004,PROF_D0827_NDUFS2_0p5
JCP2022_RND0386,BRD4,compound,0.5,0.542,0.166,5,0.591,-1.114,PLATE_005,PROF_D0386_BRD4_0p5
JCP2022_RND0323,NDUFS2,compound,0.5,0.255,0.641,7,0.443,-0.387,PLATE_002,PROF_D0323_NDUFS2_0p5
JCP2022_RND0564,ATP5F1A,compound,0.5,0.266,0.461,6,0.653,-0.579,PLATE_012,PROF_D0564_ATP5F1A_0p5
JCP2022_RND0847,NDUFA9,compound,0.5,0.423,0.461,8,0.582,-0.117,PLATE_005,PROF_D0847_NDUFA9_0p5
JCP2022_RND0315,NDUFA9,compound,5.0,0.671,0.028,5,0.513,-0.5,PLATE_004,PROF_D0315_NDUFA9_5p0
JCP2022_RND0124,UQCRC1,compound,5.0,0.294,0.024,6,0.446,1.728,PLATE_013,PROF_D0124_UQCRC1_5p0
JCP2022_RND0608,MTOR,compound,5.0,0.358,0.284,4,0.738,-1.742,PLATE_007,PROF_D0608_MTOR_5p0
JCP2022_RND0270,TP53,compound,5.0,0.517,0.584,7,0.732,1.005,PLATE_001,PROF_D0270_TP53_5p0
JCP2022_RND0688,ATP5F1A,compound,0.5,0.575,0.648,6,0.658,0.03,PLATE_019,PROF_D0688_ATP5F1A_0p5
JCP2022_RND0022,MTOR,compound,0.5,0.513,0.089,6,0.492,2.244,PLATE_022,PROF_D0022_MTOR_0p5
JCP2022_RND0804,UQCRC1,compound,5.0,0.284,0.337,5,0.427,1.275,PLATE_009,PROF_D0804_UQCRC1_5p0
JCP2022_RND0657,UQCRC1,compound,5.0,0.339,0.445,7,0.511,-1.622,PLATE_004,PROF_D0657_UQCRC1_5p0
JCP2022_RND0148,MAPK1,compound,0.5,0.082,0.036,7,0.713,0.441,PLATE_018,PROF_D0148_MAPK1_0p5
JCP2022_RND0695,HDAC1,compound,0.5,0.538,0.189,4,0.443,0.954,PLATE_008,PROF_D0695_HDAC1_0p5
JCP2022_RND0027,TOMM20,compound,0.5,0.449,0.367,7,0.807,1.073,PLATE_003,PROF_D0027_TOMM20_0p5
JCP2022_RND0140,PIK3CA,compound,0.5,0.643,0.228,8,0.784,0.464,PLATE_003,PROF_D0140_PIK3CA_0p5
JCP2022_RND0546,TOMM20,compound,0.5,0.426,0.436,8,0.604,0.824,PLATE_007,PROF_D0546_TOMM20_0p5
JCP2022_RND0716,TOMM20,compound,0.5,0.656,0.311,7,0.406,-2.098,PLATE_009,PROF_D0716_TOMM20_0p5
JCP2022_RND0611,NDUFS2,compound,0.5,0.208,0.461,4,0.558,-1.092,PLATE_016,PROF_D0611_NDUFS2_0p5
JCP2022_RND0431,UQCRC1,compound,0.5,0.408,0.51,6,0.356,0.347,PLATE_019,PROF_D0431_UQCRC1_0p5
JCP2022_RND0712,NDUFA9,compound,5.0,0.239,0.369,8,0.449,-2.216,PLATE_004,PROF_D0712_NDUFA9_5p0
JCP2022_RND0398,UQCRC1,compound,0.5,0.384,0.401,4,0.473,-0.941,PLATE_011,PROF_D0398_UQCRC1_0p5
JCP2022_RND0031,UQCRC1,compound,5.0,0.697,0.083,6,0.422,1.236,PLATE_001,PROF_D0031_UQCRC1_5p0
JCP2022_RND0438,PIK3CA,compound,5.0,0.692,0.072,5,0.399,-0.155,PLATE_024,PROF_D0438_PIK3CA_5p0
JCP2022_SYN001,NDUFS2,compound,5.0,0.931,0.842,6,0.914,-0.42,PLATE_001,PROF_YN001_NDUFS2_5p0
JCP2022_RND0393,UQCRC1,compound,0.5,0.265,0.079,7,0.7,0.976,PLATE_005,PROF_D0393_UQCRC1_0p5
JCP2022_RND0081,PIK3CA,compound,5.0,0.416,0.372,7,0.698,-1.155,PLATE_009,PROF_D0081_PIK3CA_5p0
JCP2022_RND0475,ATP5F1A,compound,0.5,0.302,0.081,5,0.412,-2.227,PLATE_019,PROF_D0475_ATP5F1A_0p5
JCP2022_RND0502,TP53,compound,5.0,0.146,0.464,6,0.51,1.498,PLATE_012,PROF_D0502_TP53_5p0
JCP2022_RND0697,TOMM20,compound,5.0,0.106,0.544,4,0.5,-0.162,PLATE_018,PROF_D0697_TOMM20_5p0
JCP2022_RND0330,MTOR,compound,5.0,0.083,0.522,8,0.453,0.496,PLATE_004,PROF_D0330_MTOR_5p0
JCP2022_RND0531,HDAC1,compound,5.0,0.453,0.173,5,0.482,1.267,PLATE_016,PROF_D0531_HDAC1_5p0
JCP2022_RND0731,HDAC1,compound,5.0,0.279,0.251,5,0.831,-0.072,PLATE_012,PROF_D0731_HDAC1_5p0
JCP2022_RND0537,HDAC1,compound,5.0,0.298,0.563,7,0.519,-1.944,PLATE_010,PROF_D0537_HDAC1_5p0
JCP2022_RND0612,MAPK1,compound,5.0,0.675,0.558,6,0.89,-0.413,PLATE_003,PROF_D0612_MAPK1_5p0
JCP2022_RND0055,TOMM20,compound,0.5,0.668,0.134,8,0.39,1.987,PLATE_022,PROF_D0055_TOMM20_0p5
JCP2022_RND0437,TOMM20,compound,0.5,0.474,0.48,8,0.807,0.872,PLATE_002,PROF_D0437_TOMM20_0p5
JCP2022_RND0130,MTOR,compound,0.5,0.599,0.588,5,0.582,-0.289,PLATE_024,PROF_D0130_MTOR_0p5
JCP2022_RND0026,TOMM20,compound,5.0,0.421,0.362,6,0.482,0.349,PLATE_013,PROF_D0026_TOMM20_5p0
